題號,分類狀態,待審,原答案,採計答案,釋疑,原卷PDF頁,原卷印刷頁,答案PDF頁,釋疑PDF頁,原圖,原圖SHA256,主條目ID,主分類,次條目ID,次分類,主分類理由,次分類理由,科學說明,課本印刷頁,課本PDF頁,覆核者,覆核紀錄
TCU-110-Q11,FORMAL,False,B,B,未列本輪取得的110年度生物釋疑PDF2–3；依同年答案，不宣稱沒有其他未取得公告,3,3,1,,questions/Q11.png,feebbed28949fa6e88897f02eca926e462344577e95a558c0ae9557dd4730432,L1069,17.4 / Molecular Components of Translation,L1062,17.3 / Split Genes and RNA Splicing,17.4 / Molecular Components of Translation：tRNA的形狀、成熟與功能主要屬翻譯的分子組件。,17.3 / Split Genes and RNA Splicing：剪接體處理pre-mRNA的機制用於排除將其套用到tRNA的選項。,B。一般核基因編碼真核tRNA需端點加工、鹼基修飾及3′端CCA形成；帶內含子的pre-tRNA由專用內切與連接機制加工，不能說由spliceosome剪接。細胞器tRNA與CCA是否基因編碼有例外，答案按題目一般真核模型解讀。,"345,346,348,349","394,395,397,398",Codex /root,TCU-110-R2-Q11
TCU-110-Q12,FORMAL,False,A,A,未列本輪取得的110年度生物釋疑PDF2–3；依同年答案，不宣稱沒有其他未取得公告,3,3,1,,questions/Q12.png,0381ebd90edbe29d32401dc91f15e6b36923f452b12dccad577ee75448409373,L3351,50.2 / Hearing and Equilibrium in Mammals,L3332,50.1 / Transmission,50.2 / Hearing and Equilibrium in Mammals：原圖為聽神經動作電位疏密隨時間變化，判別聲音強弱。,50.1 / Transmission：刺激強度以放電頻率編碼，支援讀圖而非誤用動作電位振幅。,A。完整曲線先密後疏，再密再疏，各尖峰振幅大致不變，對應音量交替變化。音高主要依耳蝸受刺激位置及時間資訊，不能僅將此單一放電疏密圖當聲波頻率。,"1108,1109,1112,1113,1114,1115","1157,1158,1161,1162,1163,1164",Codex /root,TCU-110-R2-Q12
TCU-110-Q13,FORMAL,False,D,D,未列本輪取得的110年度生物釋疑PDF2–3；依同年答案，不宣稱沒有其他未取得公告,3,3,1,,questions/Q13.png,fea4df5afa4a66d222ab311689d8b0a7d4d53fc546c83d5913d56c1e515d5e9c,L1052,17.2 / Synthesis of an RNA Transcript,L1113,18.1 / Positive Gene Regulation,17.2 / Synthesis of an RNA Transcript：大腸桿菌lac啟動子換成真核啟動子後，決定性是宿主RNA聚合酶能否辨識。,18.1 / Positive Gene Regulation：CAP等正調節因素說明啟動子之外的環境調控，但不是外源啟動子特異性的替代主因。,D。原題是大腸桿菌lac啟動子換成真核基因的啟動子；依題設的一般模型，細菌RNA聚合酶不能正確辨識而不表現。缺葡萄糖、有乳糖的有利誘導条件不能補救此起始障礙；不是翻譯效率變差。,"342,343,344,369,370","391,392,393,418,419",Codex /root,TCU-110-R2-Q13
TCU-110-Q14,FORMAL,False,C,C,110年度釋疑維持C,3,3,1,2,questions/Q14.png,ff36ceb4ef4f3e2c55d1ac051ed160b0d6963c4aa80b5b403d1476fcd4c5221e,L1013,16.2 / Proofreading and Repairing DNA,,,16.2 / Proofreading and Repairing DNA：辨認複製校讀方向與功能，直接定位DNA校讀修復。,無另列最小次條目；高突變率最直接來自新鏈末端校讀喪失C，釋疑維持；原A基因組大小與B轉形非直接校讀機制。分類16.2明確。,C。3′→5′外切酶可移除新生鏈末端錯配核苷酸，與5′→3′合成及移除引子不同。同年釋疑維持C；「每次複製必須」是教學概括，並非每種DNA聚合酶均具有校讀外切酶。,"326,327,328","375,376,377",Codex /root,TCU-110-R2-Q14
TCU-110-Q15,FORMAL,False,D,D,未列本輪取得的110年度生物釋疑PDF2–3；依同年答案，不宣稱沒有其他未取得公告,4,4,1,,questions/Q15.png,1071335d2993cdaffeca854c9066c894b32d85aaed01cb02c5c8e54242c20348,L3231,48.4 / Neurotransmitters,L0463,7.5 / Exocytosis,48.4 / Neurotransmitters：肉毒桿菌毒素抑制膽鹼性突觸ACh釋放，課本神經傳遞物質段直接涉及。,7.5 / Exocytosis：SNARE介導囊泡與膜融合失效，對應胞吐作用的步驟。,D。毒素切割SNARE相關蛋白，使含ACh囊泡不能正常融合並胞吐；不是原A無法合成、B無法在Golgi加工或C無法裝入囊泡。,"139,1077,1078,1080,1081","188,1126,1127,1129,1130",Codex /root,TCU-110-R2-Q15
TCU-110-Q16,FORMAL,False,C,C,未列本輪取得的110年度生物釋疑PDF2–3；依同年答案，不宣稱沒有其他未取得公告,4,4,1,,questions/Q16.png,29454e4ab91825650a6bfb5029539fab12737df58222ee23fdc9c58f39aefce2,L0885,14.2 / Solving Complex Genetics Problems with the Rules of Probability,"L0875,L0895",14.1 / The Law of Independent Assortment ; 14.3 / Extending Mendelian Genetics for Two or More Genes,14.2 / Solving Complex Genetics Problems with the Rules of Probability：需把兩個獨立遺傳座的機率相乘後轉成四種表型比。,14.1 / The Law of Independent Assortment：題目明示兩座位於不同染色體，支持獨立分配；14.3 / Extending Mendelian Genetics for Two or More Genes：兩性狀的基因型組合轉換成四類表型，不能只背單性狀比例。,C。BbSs×bbSs：B_與bb各1/2，S_為3/4、ss為1/4；四類依B_S_、B_ss、bbS_、bbss為3/8、1/8、3/8、1/8，即3:1:3:1。另存逐配子重算；不套9:3:3:1。,"274,275,276,277,281,282","323,324,325,326,330,331",Codex /root,TCU-110-R2-Q16
TCU-110-Q17,FORMAL,False,D,D,未列本輪取得的110年度生物釋疑PDF2–3；依同年答案，不宣稱沒有其他未取得公告,4,4,1,,questions/Q17.png,c571d6b0666f6b78f555fd9fccf7d4ab5121c6aa65d09f3757ebf6c60b358e7c,L3020,45.2 / Feedback Regulation,L3114,"46.5 / Conception, Embryonic Development, and Birth",45.2 / Feedback Regulation：正負回饋依迴路最終增強或抑制原刺激判斷，而非看某一箭頭是增加或減少。,"46.5 / Conception, Embryonic Development, and Birth：生產時子宮頸伸展與催產素形成正回饋，是甲的具體情境。",D（甲、丙）。甲生產的伸展—催產素—收縮增強原刺激。丙吸吮減少多巴胺性PIH而解除對泌乳素的抑制，屬題設維持泌乳的正向反應；不能見「降低PIH」便判負回饋。乳汁合成的prolactin與射乳的oxytocin須分開，完整內分泌網路另有負回饋。,"1004,1005,1006,1007,1036,1037","1053,1054,1055,1056,1085,1086",Codex /root,TCU-110-R2-Q17
TCU-110-Q18,FORMAL,False,A,A,未列本輪取得的110年度生物釋疑PDF2–3；依同年答案，不宣稱沒有其他未取得公告,4,4,1,,questions/Q18.png,420a6106078f59100fe0948f1e037e83a9f0d4b1719b040422991b1660ff7c91,L2746,41.5 / Regulation of Appetite and Consumption,L3245,49.1 / The Peripheral Nervous System,41.5 / Regulation of Appetite and Consumption：瘦體素由脂肪儲存回饋下視丘，主要是食慾與能量平衡調節。,49.1 / The Peripheral Nervous System：由中樞經交感神經影響脂肪分解，是周邊自律神經的效應支路。,A。leptin作用於腦部後，可經交感神經—脂肪組織連結促進脂解。2015年研究以小鼠成像、光遺傳及消融支持此路徑；不是人類減重臨床療效證明。,"917,918,1088,1089","966,967,1137,1138",Codex /root,TCU-110-R2-Q18
TCU-110-Q19,FORMAL,False,D,D,未列本輪取得的110年度生物釋疑PDF2–3；依同年答案，不宣稱沒有其他未取得公告,4,4,1,,questions/Q19.png,4974ebe2c24cc0cc302fced98192fd467bb5bd27772723b9f601207e7c0f6f43,L3364,50.3 / The Vertebrate Visual System,,,50.3 / The Vertebrate Visual System：比較視網膜感光細胞及ON/OFF雙極細胞反應，屬脊椎動物視覺系統。,無另列最小次條目；實看課本Figure50.19，依glutamate受體可去極化或過極化；原D絕對詞錯。50.3視覺主，沒有必要另為普遍膜電位重列章。,D錯。感光細胞光照後過極化而降低glutamate釋放；ON與OFF雙極細胞的受體與反應方向不同，因此「所有」雙極細胞都依同一方向反應不成立。,"1119,1120,1121,1122","1168,1169,1170,1171",Codex /root,TCU-110-R2-Q19
TCU-110-Q20,FORMAL,False,C,C,未列本輪取得的110年度生物釋疑PDF2–3；依同年答案，不宣稱沒有其他未取得公告,4,4,1,,questions/Q20.png,57a145c257f593f4c0866e8d96afd7219bcf6d971d03c724542bf4b713ed477d,L1126,18.2 / Regulation of Transcription Initiation,L1120,18.2 / Differential Gene Expression,18.2 / Regulation of Transcription Initiation：不同調節蛋白組合促使各細胞啟動不同基因的轉錄，是核心判斷。,18.2 / Differential Gene Expression：同一個體細胞擁有大致相同基因組，表現差異用於排除「基因本身完全不同」。,C。特定轉錄因子及其組合影響基因表現；不同分化細胞多具有相同DNA，不能以不同細胞必有不同啟動子序列或不同基因集解釋通常的差異表現。,"370,371,373,374,375,376","419,420,422,423,424,425",Codex /root,TCU-110-R2-Q20
TCU-110-Q21,FORMAL,False,C,C,未列本輪取得的110年度生物釋疑PDF2–3；依同年答案，不宣稱沒有其他未取得公告,4,4,1,,questions/Q21.png,337d33ede0246f932c23465acbeb3aed27b26d300ebd07cb5e9eb6f1e6f24414,L2130,33.4 / Nematodes,L2133,33.4 / Arthropods,33.4 / Nematodes：線蟲的角質層及蛻皮生活方式是與環節動物等區別的主判準。,33.4 / Arthropods：節肢動物同屬蛻皮動物，支持比較共通特徵但不混同角質層成分。,C。線蟲與節肢動物都有外層覆蓋並需蛻皮；線蟲cuticle與節肢動物含幾丁質外骨骼不可等同。題中「芽孢孔」原字保留，胚胎判準應是原口（blastopore）的命運。,"705,706,707","754,755,756",Codex /root,TCU-110-R2-Q21
TCU-110-Q22,FORMAL,False,D,D,未列本輪取得的110年度生物釋疑PDF2–3；依同年答案，不宣稱沒有其他未取得公告,5,5,1,,questions/Q22.png,a07f54fdb4ff459b279dfded64f2558308b5d82df71d3edb992cc88db2355c64,L2824,42.5 / Tracheal Systems in Insects,L2967,44.3 / Survey of Excretory Systems,42.5 / Tracheal Systems in Insects：昆蟲氣管系統直接將氣體送達組織，是蟑螂呼吸構造的關鍵。,44.3 / Survey of Excretory Systems：馬氏管屬昆蟲排泄系統，須與氣管氣門分工辨別。,D。氣門連接氣管進行氣體交換；馬氏管處理含氮廢物及水鹽。通常不以開放循環的血淋巴承擔昆蟲主要供氧。,"940,941,942,984,985","989,990,991,1033,1034",Codex /root,TCU-110-R2-Q22
TCU-110-Q23,FORMAL,False,B,B,未列本輪取得的110年度生物釋疑PDF2–3；依同年答案，不宣稱沒有其他未取得公告,5,5,1,,questions/Q23.png,3cd91d49c72a6e26cfc5204886d30e99b8fa083c0ac39c99892786a95638bc33,L2076,32.3 / Protostome and Deuterostome Development,L2120,33.3 / Molluscs,32.3 / Protostome and Deuterostome Development：依原口與後口動物的發育及支系分組辨認章魚。,33.3 / Molluscs：章魚是軟體動物頭足類，支援其原口動物歸屬。,B。章魚屬軟體動物、原口動物；海鞘為脊索動物，海星為棘皮動物，鯨為哺乳類，均列後口動物。不是所有動物都在這兩類內，海綿與刺絲胞動物不屬兩側對稱動物的這一分組。,"681,682,699,700","730,731,748,749",Codex /root,TCU-110-R2-Q23
TCU-110-Q24,FORMAL,False,C,C,未列本輪取得的110年度生物釋疑PDF2–3；依同年答案，不宣稱沒有其他未取得公告,5,5,1,,questions/Q24.png,f583c4739e1dbea057b4cd6b05ea2b9502429fceabd68ad9aa71e25741d31165,L2070,32.3 / Tissues,L2111,33.3 / Flatworms,32.3 / Tissues：三胚層與組織分化是判斷題列特徵組合的核心。,33.3 / Flatworms：扁形動物的三胚層、無體腔與消化系統特徵用於逐項確認。,C（8渦蟲、9條蟲、12肝吸蟲）。扁形動物具有中胚層且為三胚層，無體腔並不表示少一胚層；胚層、體腔與消化道開口數是不同判準，不可混同。,"679,680,694,695,696","728,729,743,744,745",Codex /root,TCU-110-R2-Q24
TCU-110-Q25,FORMAL,False,B,B,未列本輪取得的110年度生物釋疑PDF2–3；依同年答案，不宣稱沒有其他未取得公告,5,5,1,,questions/Q25.png,60bf1a4063c5751e4f66d3cec82b55c29f2149c6eeeaff27bdf7b6610d066277,L1445,23.2 / The Hardy-Weinberg Equation,,,23.2 / The Hardy-Weinberg Equation：用隱性表型頻率回推等位基因及異型合子頻率，直接應用HW方程。,無另列最小次條目；獨立分數計算q=3/10、p=7/10、2pq=21/50=0.42，B；不把0.49同型顯性當異型合子。23.2方程主。,B。q²=0.09得q=0.3，p=0.7，異型合子2pq=0.42，即42%；9%不是q，亦不能以1−9%當異型合子比例。依題目族群平衡模型計算。,"490,491,492","539,540,541",Codex /root,TCU-110-R2-Q25
TCU-110-Q26,FORMAL,False,B,B,110年度釋疑維持B,5,5,1,2,questions/Q26.png,9463b44e02a3852576a3f7a4b5ed04dd558f7794258138682eb2785c0db3fc2d,L1445,23.2 / The Hardy-Weinberg Equation,L1442,23.2 / Gene Pools and Allele Frequencies,23.2 / The Hardy-Weinberg Equation：區分HW基因型平衡條件與單獨非隨機交配的影響。,23.2 / Gene Pools and Allele Frequencies：基因庫的等位基因頻率不同於基因型頻率，決定原題「穩定」可成立的範圍。,B，同年釋疑維持。原題明寫「沒有隨機交配」，未改成隨機交配。單獨非隨機交配可改基因型頻率，若無選擇、突變、遷移且忽略漂變，並不必然改等位基因頻率；故以基因庫等位基因穩定解讀B。不能由此宣稱仍滿足p²:2pq:q²的HW基因型平衡。,"490,491,492,493","539,540,541,542",Codex /root,TCU-110-R2-Q26
TCU-110-Q27,FORMAL,False,D,D,110年度釋疑維持D,5,5,1,2,questions/Q27.png,e60b79bcf45a47c9b51fde6c6f804031a4a06bb40d45f06cb7bde5f19bfba6dd,L2583,39.4 / Gravity,L2557,39.2 / A Survey of Plant Hormones,39.4 / Gravity：根向地性中的側向auxin重新分配及差異伸長，最直接落在重力反應。,39.2 / A Survey of Plant Hormones：auxin及PIN運輸的激素背景支援機制，並非另一獨立章級事件。,D，同年釋疑維持。PIN2上側減少及下側相對增加有助形成auxin不對稱與根彎曲；釋疑另說需上下兩面協同。其引用2021綜述Figure1說下側PIN2暫增可能來自內吞與周轉減少，不能直接等同「合成增加」；保留公告與論文機制措辭的差異。,"847,848,849,861,862","896,897,898,910,911",Codex /root,TCU-110-R2-Q27
TCU-110-Q28,FORMAL,False,B,B,未列本輪取得的110年度生物釋疑PDF2–3；依同年答案，不宣稱沒有其他未取得公告,5,5,1,,questions/Q28.png,5baec7312407ad47e7b63976b394049c6c5629e7bf0c09416d10a9be83aa64f4,L2463,37.3 / Bacteria and Plant Nutrition,L2544,39.1 / Transduction,37.3 / Bacteria and Plant Nutrition：Rhizobium—根毛辨認、感染及根瘤共生是題目的生物學情境與主考點。,39.1 / Transduction：Ca²⁺訊號參與Nod factor後的細胞反應，對應植物訊息轉導。,B。Nod factors引起根毛Ca²⁺變化；菜豆研究觀察到局部胞質升高與外源流入，支持其參與分泌、細胞壁重塑，先於變形與捲曲。B為最直接早期反應，感染絲可受下游影響，並非宣稱缺鈣絕不影響C。此證據不把核周鈣振盪、尖端流入及所有下游反應當作同一事件；Fe對leghemoglobin的作用不是本題捲曲機制。,"814,815,816,817,844,845","863,864,865,866,893,894",Codex /root,TCU-110-R2-Q28
TCU-110-Q29,FORMAL,False,D,D,110年度釋疑維持D,5,5,1,2,questions/Q29.png,be10d10cb4db08c9b0d4fc3617c781acd083f90cc3d0c2523e99117e792d3e0f,L2557,39.2 / A Survey of Plant Hormones,L2381,36.3 / Bulk Flow Transport via the Xylem,39.2 / A Survey of Plant Hormones：ABA在不同水分條件下的分布及作用，是激素調控題。,36.3 / Bulk Flow Transport via the Xylem：木質部長距離流與葉片內再分配須辨認，防止和韌皮部全程混同。,D，同年釋疑維持。水分充足、較酸性葉片質外體可使ABA進入葉肉細胞；水分逆境提高質外體pH會讓ABA較多留於胞外並作用於保衛細胞。引文亦討論葉源ABA經韌皮部向根、再循木質部回流，不能據此宣稱成熟葉到另一葉全程只走木質部。保留題目對運輸路徑的簡化。,"792,793,794,795,847,851,852","841,842,843,844,896,900,901",Codex /root,TCU-110-R2-Q29
TCU-110-Q30,FORMAL,False,B,B（原表）；D（釋疑文字，衝突未定）,原答案表B；釋疑正文稱原D且結果欄維持原答案；官方最終採計未定，不視為明示改答,5,5,1,"2,3",questions/Q30.png,ec1f241a52fe955856b0ac50bbaa27e1141386686c77abdb219faaa291a0e06e,L1129,18.2 / Mechanisms of Post-transcriptional Regulation,L1075,17.4 / Completing and Targeting the Functional Protein,18.2 / Mechanisms of Post-transcriptional Regulation：單泛素化改變成熟蛋白的活性、定位或互作，屬轉錄後至蛋白層次的表現調節。,17.4 / Completing and Targeting the Functional Protein：翻譯後蛋白加工與運送支援非降解功能，不將所有ubiquitin標記都當蛋白酶體訊號。,官方來源衝突未定：答案表B，釋疑正文卻寫「維持原標準答案(D)」，結果欄寫維持原答案；不是明示B改D，不能自行決定最終採計。科學上單泛素化可改變蛋白活性、定位與互作，B有支持；它亦可促進受體內吞，不能從「不降解」推出D「抑制囊泡形成」。本題主次分類可確定，官方採計衝突仍另列UNRESOLVED_OFFICIAL_CONFLICT。,"352,353,377,378,379","401,402,426,427,428",Codex /root,TCU-110-R2-Q30
TCU-110-Q31,FORMAL,False,C,C,未列本輪取得的110年度生物釋疑PDF2–3；依同年答案，不宣稱沒有其他未取得公告,6,6,1,,questions/Q31.png,271f26195f968c6490139748e49c05b539439d4eacba762b61cc62a6ee2bdf08,L0708,11.2 / Receptors in the Plasma Membrane,,,11.2 / Receptors in the Plasma Membrane：GPCR的七次穿膜結構及G蛋白活化位於膜受體。,無另列最小次條目；C七次穿膜最穩健；A忽略膜錨定，B混ATP及分離方式。植物GPCR的定義爭議留在說明，不以籠統否定植物G蛋白代替查證。11.2主。,C。典型GPCR有七個跨膜α螺旋；G蛋白使用GTP/GDP而非ATP，異三聚體活化不是三個亞基各自完全分離。植物G蛋白存在，但典型動物式GPCR及候選植物受體的功能認定有爭議，不以未限定的「植物一定不存在／一定相同」作簡化結論。,"217,218,219","266,267,268",Codex /root,TCU-110-R2-Q31
TCU-110-Q32,FORMAL,False,B,B,110年度釋疑維持B,6,6,1,3,questions/Q32.png,f7559351c11fba1c10daa3cee135ae81d8301cfe629933e3fe0991d0d467a3a4,L0830,13.2 / The Variety of Sexual Life Cycles,,,13.2 / The Variety of Sexual Life Cycles：比較各真核有性生活史中配子、受精及減數分裂的共通環節。,無另列最小次條目；逐項II、III、IV對應B，I及V不是通則；酵母配子採功能定義。釋疑維持，不以未讀的引文全文充證；13.2生活史主。,B（II、III、IV），釋疑維持。一般真核有性生活史包含減數分裂、配子結合受精；不全有多細胞世代交替或孢子。酵母交配細胞可功能性充當配子，不能要求均有動物精卵形態。本輪未閱讀公告所列酵母論文全文。,"257,258,259","306,307,308",Codex /root,TCU-110-R2-Q32
TCU-110-Q33,FORMAL,False,D,D,未列本輪取得的110年度生物釋疑PDF2–3；依同年答案，不宣稱沒有其他未取得公告,6,6,1,,questions/Q33.png,67cf5f5363b2543149af9f9465e9a6f7afffbe3ae8a1d728dffe1a49beab0fb5,L2362,36.2 / Short-Distance Transport of Solutes Across Plasma Membranes,L0456,7.4 / Cotransport: Coupled Transport by a Membrane Protein,36.2 / Short-Distance Transport of Solutes Across Plasma Membranes：植物細胞用質子梯度吸收溶質，主考短距離跨膜運輸。,7.4 / Cotransport: Coupled Transport by a Membrane Protein：質子與溶質共運輸區分直接水解ATP與間接能量耦合。,D。H⁺-ATPase用ATP建立電化學梯度，胺基酸可隨H⁺共運輸進入；能量消耗是泵的上游作用，不能說每個共運輸載體直接水解ATP。,"137,138,788,789","186,187,837,838",Codex /root,TCU-110-R2-Q33
