題號,分類狀態,待審,原答案,採計答案,釋疑,原卷PDF頁,原卷印刷頁,答案PDF頁,釋疑PDF頁,原圖,原圖SHA256,主條目ID,主分類,次條目ID,次分類,主分類理由,次分類理由,科學說明,課本印刷頁,課本PDF頁,覆核者,覆核紀錄
CMU-111-Q12,FORMAL,False,D,D,未列於已取得111生物釋疑PDF8下半部–14；依同年度原答案PDF4採計,3,3,4,,questions/Q12.png,aac49561bc010aee162e3f991097b168e6b2ddb5c0e96cd67d3848e72dc44db7,L2870,43.1 / Innate Immunity of Vertebrates,L2899,43.3 / B Cells and Antibodies: A Response to Extracellular Pathogens,43.1 Innate Immunity of Vertebrates 列補體級聯與膜攻擊，是題目先天免疫系統的主要目錄。,43.3 B Cells and Antibodies: A Response to Extracellular Pathogens 補充抗體啟動補體及成孔，連接經典途徑。,官方D，I C4b2a3b及III C3b2Bb為兩種C5轉換酶；II C3bBb及IV C4b2a是C3轉換酶。C5被切割產生C5b後參與終端膜攻擊複合物。Campbell沒有完整列出兩套複合物配方，配方另以經典與替代途徑原始研究核對；C3b2Bb也可表作C3bBb3b。,"955,956,965,966","1004,1005,1014,1015",Codex /root,CMU-111-R2-Q12
CMU-111-Q13,FORMAL,False,B,B或D,原B，官方更正為B或D,3,3,4,9,questions/Q13.png,a49b41a3cbdb8873de9743628a9d6a60757ecfe6a15fc78a10ea536aab34f1de,L0450,7.4 / The Need for Energy in Active Transport,"L0443,L0440",7.3 / Facilitated Diffusion: Passive Transport Aided by Proteins ; 7.3 / Effects of Osmosis on Water Balance,7.4 The Need for Energy in Active Transport 處理原答案B根細胞離子逆梯度運輸，且與其他選項比較能源需求。,7.3 Facilitated Diffusion: Passive Transport Aided by Proteins 及 Effects of Osmosis on Water Balance 直接支援正式另採D水的被動運輸，兩個真實次條目均保存。,原答案B；111釋疑PDF9更正為B或D，兩者任選其一皆採計。D水的滲透及經水通道移動不直接耗ATP；B指根部建立離子梯度的主動吸收，並非每一種離子的每一步均直接水解ATP。小腸葡萄糖常藉Na+共運輸，不是滲透壓驅動溶質；海帶濃縮碘不能只用順梯度擴散說明。,"132,133,134,135,136,137,138","181,182,183,184,185,186,187",Codex /root,CMU-111-R2-Q13
CMU-111-Q14,FORMAL,False,D,D,未列於已取得111生物釋疑PDF8下半部–14；依同年度原答案PDF4採計,3,3,4,,questions/Q14.png,6b143a5ca3a49fbd0a5842cb2c1672efd7c8bcedb9caec3b457918b746993519,L1791,28.1 / Structural and Functional Diversity in Protists,"L1837,L1807,L1804",28.5 / Amoebozoans ; 28.2 / Euglenozoans ; 28.2 / Diplomonads and Parabasalids,28.1 Structural and Functional Diversity in Protists 處理原生生物的廣泛多樣性，避免把傳統「原生動物」當單系群。,28.6 Amoebozoans、28.2 Euglenozoans 與 Diplomonads and Parabasalids 分別對應變形蟲、錐蟲與滴蟲，保留同章各最小條目。,官方D I、IV。I變形蟲、III滴蟲、IV錐蟲皆屬傳統所稱原生動物，II蟯蟲為多細胞線蟲；提供的四個成對選項中只有I、IV不含II。不能因答案D未列III就寫成滴蟲不是原生動物。,"594,597,600,601,612","643,646,649,650,661",Codex /root,CMU-111-R2-Q14
CMU-111-Q15,FORMAL,False,C,C,未列於已取得111生物釋疑PDF8下半部–14；依同年度原答案PDF4採計,3,3,4,,questions/Q15.png,e89c0a6880b4fb6a829c1ab742e31acded2657af9e317c04aa6487f702cb9d05,L1774,27.6 / Pathogenic Bacteria,L1709,27.1 / Cell-Surface Structures,27.6 Pathogenic Bacteria 的致病與宿主互作是淋病雙球菌黏膜附著題的主軸。,27.1 Cell-Surface Structures 補充表面附著構造的功能；Opa的具名蛋白機制由原始研究支援。,官方C。Opa是外膜黏附相關蛋白，部分Opa與宿主CEACAM受器互作，有助附著及侵入；它不是鞭毛、觸酶、毒素，也不能直接改叫菌毛。淋菌菌毛亦參與附著，但不是本題四個選項中的Opa同義物。,"588,574,575","637,623,624",Codex /root,CMU-111-R2-Q15
CMU-111-Q16,FORMAL,False,D,D,未列於已取得111生物釋疑PDF8下半部–14；依同年度原答案PDF4採計,4,4,4,,questions/Q16.png,d9b4586bb902ed8e91e46cd3a66d6b358ee8a56d568a265a2bd368265f7b53a9,L0974,15.4 / Human Conditions Due to Chromosomal Alterations,,,15.4 Human Conditions Due to Chromosomal Alterations 直接含XXY克萊恩斐特及21三體，對應染色體異常辨識。,白化症僅是錯誤敘述的干擾選項，未另列孟德爾遺傳條目。,"官方D。典型Klinefelter為47,XXY，含兩條X及一條Y；典型唐氏症是21三體、47條，不是44條或少一條21。常見白化症型態多為隱性，不能概括為顯性。","308,309","357,358",Codex /root,CMU-111-R2-Q16
CMU-111-Q17,FORMAL,False,C,C,未列於已取得111生物釋疑PDF8下半部–14；依同年度原答案PDF4採計,4,4,4,,questions/Q17.png,360cfa0cd6d6381e290ec9253787e2bd1bb82363ed655ba70eeb5fa39abf4d90,L3114,"46.5 / Conception, Embryonic Development, and Birth",L3104,46.4 / Hormonal Control of Female Reproductive Cycles,"46.5 Conception, Embryonic Development, and Birth 的胎盤來源直接解決錯誤選項C。",46.4 Hormonal Control of Female Reproductive Cycles 比較卵巢週期、子宮週期與卵巢荷爾蒙，實際支援A、B、D的判讀。,官方C。胎盤由胎兒絨毛膜組織及母體子宮內膜部分構成，卵黃囊不是與子宮內膜組成胎盤的胎兒部分。卵巢濾泡期／排卵／黃體期與子宮行經／增生／分泌期是不同層面的分期。,"1032,1033,1034,1035,1036","1081,1082,1083,1084,1085",Codex /root,CMU-111-R2-Q17
CMU-111-Q18,FORMAL,False,C,C,維持原答案C,4,4,4,9,questions/Q18.png,9f59d4a3eaa268f125a133217f4dfffb8fa6a7f9976bd84edbcbbb8abed831a9,L2896,43.3 / Helper T Cells: Activating Adaptive Immunity,L2899,43.3 / B Cells and Antibodies: A Response to Extracellular Pathogens,43.3 Helper T Cells: Activating Adaptive Immunity 是協助B細胞反應的最近目錄，TFH具名亞群由補充研究細化。,43.3 B Cells and Antibodies: A Response to Extracellular Pathogens 保留類型轉換、抗體效應及B細胞反應結果。,官方C，釋疑PDF9維持。TFH藉CD40L與細胞激素支援生發中心B細胞反應；AID參與類型轉換與體細胞高突變，親和力成熟含突變與後續選擇。釋疑將親和力成熟寫成造成突變的單向原因過度簡化；濾泡樹突細胞與一般樹突細胞也不能混為一種。TFH不等同Th1。,"963,964,965,966","1012,1013,1014,1015",Codex /root,CMU-111-R2-Q18
CMU-111-Q19,FORMAL,False,A,A,未列於已取得111生物釋疑PDF8下半部–14；依同年度原答案PDF4採計,4,4,4,,questions/Q19.png,9d2ad8248adaa08cd627ad9702c57b3d9332696e77642ce7efbcd8dc929eed5e,L0132,2.3 / Weak Chemical Interactions,"L2883,L0268",43.2 / Antigen Recognition by B Cells and Antibodies ; 5.4 / Protein Structure and Function,2.3 Weak Chemical Interactions 直接比較抗原–抗體界面的非共價作用與共價鍵，符合問「何者沒有參與」的鑑別。,43.2 Antigen Recognition by B Cells and Antibodies 給出抗原結合位點；5.4 Protein Structure and Function 補充蛋白質立體互補與內部穩定作用。,官方A。一般抗原–抗體特異結合由多種非共價作用協同，包括氫鍵、凡德瓦爾力及疏水效應；抗體本體含共價胜肽鍵及雙硫鍵，與本題問的抗原結合界面不同。題文「疏水親水性作用力」屬概括措辭，不能等同新的一種化學鍵。,"38,39,81,958,959","87,88,130,1007,1008",Codex /root,CMU-111-R2-Q19
CMU-111-Q20,FORMAL,False,D,D,維持原答案D,4,4,4,10,questions/Q20.png,15d5b6676a37df66f4a855a44683d85dfd1ee29ca412624fef23b64f20714013,L1751,27.4 / Bacteria,"L1715,L1196",27.1 / Internal Organization and DNA ; 19.2 / General Features of Viral Replicative Cycles,27.4 Bacteria 直接把Chlamydia納為細菌且記載其胞內寄生性，支援分類界線。,27.1 Internal Organization and DNA 支援細菌核糖體與基因組；19.2 General Features of Viral Replicative Cycles 比較病毒仰賴宿主的蛋白質製造。,官方D，釋疑PDF10維持。披衣菌有細胞結構、核糖體與自身合成路徑，雖為專性胞內寄生者仍是細菌；研究支持其膜形成需要自身磷脂合成。這不表示可完全脫離宿主生長，也不表示每一種脂質都自行取得；某些病毒可編碼核酸聚合酶，不能把「病毒無自身核糖體翻譯」誤寫為病毒完全沒有核酸合成能力。尺寸與濾膜不是可靠域級界線。,"584,401,577","633,450,626",Codex /root,CMU-111-R2-Q20
CMU-111-Q21,FORMAL,False,B,B,維持原答案B,4,4,4,10,questions/Q21.png,072d658c0227b033caa2ae80596b6fe2ef97263e15f60a1ea61a1d16e815fbe1,L1751,27.4 / Bacteria,L1709,27.1 / Cell-Surface Structures,27.4 Bacteria 對照葡萄球菌與鏈球菌類群，核心是細菌表型鑑別。,27.1 Cell-Surface Structures 說明兩者Gram陽性外形為何不足以區分；檢驗步驟由ASM官方教材補足。,官方B，釋疑PDF10維持。觸酶試驗迅速辨別常見葡萄球菌陽性與鏈球菌陰性。原題點名金黃色葡萄球菌，因此凝固酶也可能提供鑑別資訊；官方以屬級常用、簡單快速的第一步選B，不能將C概括說成對S. aureus完全沒有鑑別力。,"574,575,584","623,624,633",Codex /root,CMU-111-R2-Q21
CMU-111-Q22,FORMAL,False,A,A,未列於已取得111生物釋疑PDF8下半部–14；依同年度原答案PDF4採計,4,4,4,,questions/Q22.png,e85f5c4b332ba7c3f83b3ee79c22253446b3bfe82303e0ddd82a30360ddd6a1c,L1777,27.6 / Antibiotic Resistance,L1709,27.1 / Cell-Surface Structures,27.6 Antibiotic Resistance 直接討論抗生素失效及抗藥性，是β-lactamase效應的最小目錄。,27.1 Cell-Surface Structures 的肽聚糖與青黴素作用對應β-lactam類抗生素的共同背景。,官方A I、II。β-lactamase水解β-lactam環；青黴素及頭孢菌素屬此類，鏈黴素為胺基糖苷、多黏桿菌素為多肽類。不同β-lactamase的受質範圍不一，不表示任一種酶都能同樣分解所有頭孢菌素。,"574,575,588,589","623,624,637,638",Codex /root,CMU-111-R2-Q22
CMU-111-Q23,FORMAL,False,B,B,維持原答案B,4,4,4,10,questions/Q23.png,2112ed997b745c357a2e84466f6b3f9f1b7359e3d80665ca567f70a1678b2988,L3574,53.5 / Mechanisms of Density-Dependent Population Regulation,"L3531,L3584",53.1 / Density and Dispersion ; 53.6 / The Global Human Population,53.5 Mechanisms of Density-Dependent Population Regulation 直接處理寄生與疾病隨密度影響族群，對應答案B。,53.1 Density and Dispersion 處理蝴蝶數量估計方法；53.6 The Global Human Population（正文的Demographic Transition） 比較死亡率及出生率下降先後。,官方B，釋疑PDF10維持。寄生通常為密度依賴因子；人口轉型一般死亡率先下降，乾旱洪水常作密度非依賴例子。穿越線可估計蝴蝶相對豐度，配合偵測率也可作密度估計；標記再捕亦需封閉及捕捉機率假設。原題「最佳」過強，釋疑把穿越線只限生物多樣性也過窄，保留方法界線而不改官方B。,"1191,1192,1202,1203,1204,1207,1208","1240,1241,1251,1252,1253,1256,1257",Codex /root,CMU-111-R2-Q23
CMU-111-Q24,FORMAL,False,B,B,維持原答案B,5,5,4,11,questions/Q24.png,8e28a2d44fd641c7305a80e7b034cc5a232c966d868d27c707ed70bbb3a572d9,L1202,19.2 / Replicative Cycles of Animal Viruses,,,19.2 Replicative Cycles of Animal Viruses 直接比較RNA反轉錄病毒及DNA病毒複製路徑。,兩個正解均屬同一最小條目的病毒基因組複製，無必要重列一般遺傳資訊流。,官方B I、III，釋疑PDF11維持。慢病毒為反轉錄病毒；HBV雖為DNA病毒，利用pgRNA中間體反轉錄製造DNA，不能將HBV改列成Retroviridae。題文中文「腸病毒」與英文enteric virus並不完全同範圍，依選項預期的腸病毒群比較；不是所有腸道感染病毒的正式分類名稱。,"404,405,406","453,454,455",Codex /root,CMU-111-R2-Q24
CMU-111-Q25,FORMAL,False,D,D,未列於已取得111生物釋疑PDF8下半部–14；依同年度原答案PDF4採計,5,5,4,,questions/Q25.png,cb2c1f31f4f033d70fd58ebaed0270ba4e18e61f9c7d9b555a5ead43b0ef5e43,L1221,19.3 / Prions: Proteins as Infectious Agents,L1212,19.3 / Viral Diseases in Animals,19.3 Prions: Proteins as Infectious Agents 直接定義prion及其相關神經退化疾病。,19.3 Viral Diseases in Animals 連接SSPE為麻疹病毒持續感染後果的反例。,官方D。SSPE與麻疹病毒持續感染有關；狂牛病、CJD與kuru屬prion疾病。原題「無法利用消毒滅菌方式消滅」過度絕對，CDC有專門prion去污處理規範，不能把抗一般處理等同任何方法皆無效。此處僅記錄科學差異，不提供操作處方。,"412,413,408","461,462,457",Codex /root,CMU-111-R2-Q25
CMU-111-Q26,FORMAL,False,A,A,未列於已取得111生物釋疑PDF8下半部–14；依同年度原答案PDF4採計,5,5,4,,questions/Q26.png,0b77dd9f52cdeeba916fa3912d6659748aff606cee4a601e3c6411cfea17ad61,L1212,19.3 / Viral Diseases in Animals,,,19.3 Viral Diseases in Animals 依病原與感染症表現辨識狂犬病，並非考一般神經傳導。,症候與Negri小體是辨識病原線索，未另擴列神經系統章作主要學習目標。,官方A。蝙蝠暴露、吞嚥痙攣及流涎、腦炎與神經細胞胞質嗜酸性Negri包涵體支持狂犬病。Campbell供動物病毒疾病框架，臨床與病理辨識由CDC補足。原文「回到家後」未給潛伏期，不能解讀成此次咬傷同日必然引起症狀；一般潛伏數週至數月。,"405,408","454,457",Codex /root,CMU-111-R2-Q26
CMU-111-Q27,FORMAL,False,A,A,未列於已取得111生物釋疑PDF8下半部–14；依同年度原答案PDF4採計,5,5,4,,questions/Q27.png,0f8599d39752c98c29e3b3a41a87bbe1f575ab056bf2a9a979e33b77be111660,L0892,14.3 / Extending Mendelian Genetics for a Single Gene,L1362,21.6 / Widespread Conservation of Developmental Genes Among Animals,14.3 Extending Mendelian Genetics for a Single Gene 包含正文的pleiotropy，一基因影響多種性狀最直接對應題意。,21.6 Widespread Conservation of Developmental Genes Among Animals 補充Hox與homeobox的發育調控背景。,官方A。依題設，同一基因對中樞神經及腎發育有多種作用，屬多效性，不是多基因共同控制單一性狀。HoxB7的人類具體例證在本輪未獨立證明每一功能；小鼠Hox腎發育圖譜只作有限背景，不冒充人類臨床功能證明，更不使用名稱相似但實為Msx1的Hox-7論文。分類可由題設明確的原理判定。,"280,281,463,464","329,330,512,513",Codex /root,CMU-111-R2-Q27
CMU-111-Q28,FORMAL,False,C,C,未列於已取得111生物釋疑PDF8下半部–14；依同年度原答案PDF4採計,5,5,4,,questions/Q28.png,9fb033ec177425a6580eb1f90ae7ca889cffcb08d86043a46bcf790f768f9c40,L2199,34.4 / Derived Characters of Tetrapods,L2202,34.4 / The Origin of Tetrapods,34.4 Derived Characters of Tetrapods 直接討論四足類支持軀幹與骨盆連接，對應答案C的形態證據。,34.4 The Origin of Tetrapods 以泥盆紀過渡化石說明性狀逐步取得，限制單一特徵的排他性。,官方C。相較扁頭、背向眼眶及肺，椎骨／骨盆連接是題目支持承重的最佳線索；早期四足類並非一律失去鰓的骨骼支持。教材以具指四肢等整套性狀定義四足類；2024 Tiktaalik研究指出近親也已有部分薦部專化，因此不把C當不受過渡化石限制的唯一絕對診斷，且骨骼不能直接證實肺的生理功能。,"730,731,732","779,780,781",Codex /root,CMU-111-R2-Q28
CMU-111-Q29,FORMAL,False,D,D,未列於已取得111生物釋疑PDF8下半部–14；依同年度原答案PDF4採計,5,5,4,,questions/Q29.png,9ccec918cd708dc8553a6fc1cfee7f969216529d12a74c4a7053cb51cea6d1cf,L0898,14.3 / Nature and Nurture: The Environmental Impact on Phenotype,L0895,14.3 / Extending Mendelian Genetics for Two or More Genes,14.3 Nature and Nurture: The Environmental Impact on Phenotype 比較基因與環境對表型的貢獻，是本地TOC可用的最小對應。,14.3 Extending Mendelian Genetics for Two or More Genes（正文的Polygenic Inheritance） 補充累加性等位基因效果；不用正文術語自行虛構TOC的「heritability」條目。,官方D。狹義遺傳率h²=VA/VP；廣義H²=VG/VP，VG含累加、顯性與交互作用等遺傳變異。本題明指累加性比例，所以選D。這是特定族群及環境的變異比例，不是個體性狀有幾成由父母造成，也不是父母各傳一半便得到0.5遺傳率。公式由Nature教育原文補足。,"281,282,283","330,331,332",Codex /root,CMU-111-R2-Q29
CMU-111-Q30,FORMAL,False,C,C,未列於已取得111生物釋疑PDF8下半部–14；依同年度原答案PDF4採計,5,5,4,,questions/Q30.png,3eca6a96c554bb9d81ee584920d18fcfaadc0a5687a8d6971525ba72c374c25f,L0362,6.5 / The Evolutionary Origins of Mitochondria and Chloroplasts,L0368,6.5 / Chloroplasts: Capture of Light Energy,6.5 The Evolutionary Origins of Mitochondria and Chloroplasts 說明半自主胞器保留DNA與核糖體，對應非細胞質位置的蛋白質製造。,6.5 Chloroplasts: Capture of Light Energy 正文延伸plastids含chromoplast，建立有色體與質體的關係。,官方C。有色體屬質體；番茄成熟有色體原始研究顯示仍有特定轉譯活動。不能由「含質體基因組」推成每一種成熟有色體都有同等活性：水仙成熟有色體研究可見核糖體消失。Golgi與細胞外基質不是自主核糖體轉譯場所，核仁主要rRNA及核糖體次單元形成。,"109,110,111","158,159,160",Codex /root,CMU-111-R2-Q30
CMU-111-Q31,FORMAL,False,C,C,維持原答案C,6,6,4,12,questions/Q31.png,85ebada2cb48d8e6110f0a0a8c149f82a6f6124f15a76eccb57f630bff17b748,L0830,13.2 / The Variety of Sexual Life Cycles,,,13.2 The Variety of Sexual Life Cycles 比較減數分裂所在階段與單／雙倍體生活史，直接解決配子生活史。,三生活史已在同一條目中比較，不因題目寫藻類便重複加入多個分類群條目。,官方C，釋疑PDF12維持。gametic meiosis由雙倍體直接產生單倍體配子；zygotic meiosis的雙倍體階段主要為合子，sporic meiosis有多細胞孢子體及配子體交替。釋疑把gametic的雙倍體概稱「孢子體」較鬆，並非所有雙倍體個體都等同植物學孢子體。,"258,259","307,308",Codex /root,CMU-111-R2-Q31
CMU-111-Q32,FORMAL,False,D,D,未列於已取得111生物釋疑PDF8下半部–14；依同年度原答案PDF4採計,6,6,4,,questions/Q32.png,a863b94c053ad1896d51b8f567e8291194d1b767297c0955355ef9a97a7fa844,L1452,23.3 / Natural Selection,L1465,23.4 / Natural Selection: A Closer Look,23.3 Natural Selection 解釋乾旱造成不同鳥喙個體存活與繁殖差異，直接對應數代族群改變。,23.4 Natural Selection: A Closer Look 保留方向性選擇與適應效果；印刷487的達爾文雀實例輔助確認微演化。,官方D。題目是同一族群連續世代平均喙形與等位基因頻率的變化，不表示每一隻鳥在乾旱時主動把喙變大，也沒有足夠資訊判定已形成生殖隔離或新種。,"486,487,493,494,497,498","535,536,542,543,546,547",Codex /root,CMU-111-R2-Q32
