題號,分類狀態,待審,原答案,採計答案,釋疑,原卷PDF頁,原卷印刷頁,答案PDF頁,釋疑PDF頁,原圖,原圖SHA256,主條目ID,主分類,次條目ID,次分類,主分類理由,次分類理由,科學說明,課本印刷頁,課本PDF頁,覆核者,覆核紀錄
CMU-107-Q18,FORMAL,False,A,A,未列於已取得107生物釋疑PDF3–7；依同年度原答案PDF4採計,4,4,4,,questions/Q18.png,3d99e55f7f2b647ca811f03100091b962db01a89d2f856a8b2a69603a717cc33,L3364,50.3 / The Vertebrate Visual System,,,50.3 / The Vertebrate Visual System：視網膜細胞類型與視神經至皮質的通路。,無另列最小次條目；50.3脊椎視覺系統含1120–1122細胞與通路圖，單一真實最小條目可完整涵蓋。,採A。視神經由神經節細胞軸突組成，非水平細胞；視窩中央錐細胞密集且沒有桿細胞。視神經路徑經視交叉及外膝狀核至初級視覺皮質，並非全部軸突都在視交叉跨側。,"1119,1120,1121,1122","1168,1169,1170,1171",Codex /root,CMU-107-R2-Q18
CMU-107-Q19,FORMAL,False,C,C,維持原答案C,4,4,4,"4,5",questions/Q19.png,4b25e3bc9af6d6f7cc16aaeb7f12d8fddf8afe78791104b4ea8a54122aeeecba,L3261,49.2 / Emotions,L3293,49.4 / Memory and Learning,49.2 / Emotions：恐懼情緒記憶線索定位杏仁核。,49.4 / Memory and Learning：海馬迴形成一般新長期記憶，需比較排除,採C。教材1096示杏仁核受損可保留明確記憶卻失去相應自主喚起。Klüver-Bucy是臨床症候群，可涉及廣泛顳葉網路；官方釋疑亦將本題限定為恐懼記憶功能，不能當成所有病例的唯一病理位置。,"1095,1096,1100","1144,1145,1149",Codex /root,CMU-107-R2-Q19
CMU-107-Q20,FORMAL,False,D,D,未列於已取得107生物釋疑PDF3–7；依同年度原答案PDF4採計,5,5,4,,questions/Q20.png,9d2e9093ce295e87dc789fcbe11dec6d89e89de8f789aa26a7c9ab90a341faec,L3604,54.1 / Positive Interactions,"L2463,L2466",37.3 / Bacteria and Plant Nutrition ; 37.3 / Fungi and Plant Nutrition,54.1 / Positive Interactions：兩物種都得益的互利關係是所有選項的共同比較軸。,37.3 / Bacteria and Plant Nutrition：根瘤菌供氮與植物給碳；37.3 / Fungi and Plant Nutrition：菌根供水礦物與植物給碳,採D。松露／樹根與根瘤菌／大豆均為互利；不是寄生、單純附生或競爭。本文以題設互惠為分類，不把所有松露宿主都限於松樹。Mutualism是正文小標，真實目錄最小條目是Positive Interactions。,"814,815,816,817,1220,1221","863,864,865,866,1269,1270",Codex /root,CMU-107-R2-Q20
CMU-107-Q21,FORMAL,False,E,E,維持原答案E,5,5,4,5,questions/Q21.png,72813ca276a586cdcaf0ef71c75972a0beca4274fd0702e3038d6ee49ccf8a7a,L3004,45.1 / Cellular Hormone Response Pathways,L3001,45.1 / Chemical Classes of Hormones,45.1 / Cellular Hormone Response Pathways：以脂溶性／水溶性激素的受器位置作分類。,45.1 / Chemical Classes of Hormones：胺類甲狀腺素與類固醇雖化學類別不同但均可進入細胞,採E。I的甲狀腺素不是固醇，II的抑制泌乳激素釋放激素主要為dopamine，故不能用是否胜肽類分組。教材1003說甲狀腺素典型受器在核內，原題「細胞質」不能直接偷換為「細胞內」。官方另引非基因組作用；2006心肌細胞研究顯示胞質TRα1與PI3K作用，可支持存在性而非所有作用都在胞質。,"1001,1002,1003","1050,1051,1052",Codex /root,CMU-107-R2-Q21
CMU-107-Q22,FORMAL,False,A,A,未列於已取得107生物釋疑PDF3–7；依同年度原答案PDF4採計,5,5,4,,questions/Q22.png,c90b0bb4c6b64e725a1fb37cfc0db4c75b36ba3f03bacce810109bd2c7653420,L1399,22.2 / Ideas from The Origin of Species,,,22.2 / Ideas from The Origin of Species：《物種起源》的共同祖先及伴隨修飾的傳承。,無另列最小次條目；教材473–476區分遺傳變異、選擇與世代累積，主22.2原書觀念，不把原B模糊措辭改寫為精確定律。,採A。自然選擇篩選可遺傳變異，族群跨世代改變，不以個體因需要產生突變或演化必朝多細胞、有性生殖為定向目標。B若泛指族群特徵改變可語意寬泛，本題A直接吻合共同祖先主張。,"473,474,475,476","522,523,524,525",Codex /root,CMU-107-R2-Q22
CMU-107-Q23,FORMAL,False,B,B,未列於已取得107生物釋疑PDF3–7；依同年度原答案PDF4採計,5,5,4,,questions/Q23.png,1f2ee211f62f3d9f9623c61f257574d72ef74c9b52714c5c05f49dc4875fc0d5,L3739,56.1 / Three Levels of Biodiversity,L3611,54.2 / Species Diversity,56.1 / Three Levels of Biodiversity：區分遺傳、物種及生態系三層多樣性。,54.2 / Species Diversity：物種多樣性還需考慮相對豐度，非僅種類數,採B。個體數多並不必然遺傳多樣性高，例如克隆或瓶頸後增殖。C較高多樣性增加適應潛力，並非保證在所有環境一定更適存。D的相同豐富度可有不同均勻度。,"1222,1223,1261,1262","1271,1272,1310,1311",Codex /root,CMU-107-R2-Q23
CMU-107-Q24,FORMAL,False,B,B,未列於已取得107生物釋疑PDF3–7；依同年度原答案PDF4採計,5,5,4,,questions/Q24.png,aa8359e2f4aa2dd1dfd67796ffea91d58cb1273ddf416a4f07ba4a047b5815b5,L3784,56.4 / Toxins in the Environment,,,56.4 / Toxins in the Environment：DDT沿食物鏈生物放大決定次序。,無另列最小次條目；排序依毒物濃縮非能量數據，主56.4環境毒物；已保留表格與箭頭定義，重算次序一致。,採B，濃度由0.4到1.9到6.5到17.0 ppm，故乙→甲→丁→丙。這依同一食物鏈、同一持久污染物與題目平均濃度假設推得；不能把任何污染物濃度一律當普遍食階測量法。,"1275,1276,1277","1324,1325,1326",Codex /root,CMU-107-R2-Q24
CMU-107-Q25,FORMAL,False,E,E,未列於已取得107生物釋疑PDF3–7；依同年度原答案PDF4採計,5,5,4,,questions/Q25.png,b1628ae416b74cb349a42e906af3634aa6a6fc7ae2180baaf84b8e02e65a1590,L3739,56.1 / Three Levels of Biodiversity,L0898,14.3 / Nature and Nurture: The Environmental Impact on Phenotype,56.1 / Three Levels of Biodiversity：同物種個體的可遺傳差異對應遺傳多樣性。,14.3 / Nature and Nurture: The Environmental Impact on Phenotype：身高膚色表現型也受環境影響，不能全歸基因,採E，其他選項偏物種、棲地或生物互作。身高與膚色有遺傳成分，但營養、日照等亦影響表現，看到外表差異不是完成基因型測量。,"282,1261","331,1310",Codex /root,CMU-107-R2-Q25
CMU-107-Q26,FORMAL,False,E,E,維持原答案E,6,6,4,5,questions/Q26.png,0a8e68a8046dc93b4dce9a37652961386736a55a72a0d1d0de0bb5c0cd9f2773,L0908,14.4 / Pedigree Analysis,L0892,14.3 / Extending Mendelian Genetics for a Single Gene,14.4 / Pedigree Analysis：以原家系圖的親子約束推可行ABO血型。,14.3 / Extending Mendelian Genetics for a Single Gene：ABO複等位及共顯性決定基因型與血型對應,採E。枚舉原圖可得甲A/B/AB/O，乙A/O，丙A/O，丁B/AB；甲五種基因型但四種血型。E把丁說成最少者，按官方的唯一最少讀法不成立；原句若容許並列最少仍有語意歧義。官方只提丙與丁同為兩種，本輪另保留乙也是兩種的完整結果。,"279,280,284,285","328,329,333,334",Codex /root,CMU-107-R2-Q26
CMU-107-Q27,FORMAL,False,B,B,維持原答案B,6,6,4,5,questions/Q27.png,29e2aa89182fefb2109c164f1f5e2528877d152c236306233f3ec1a8a55faf8f,L0872,14.1 / The Law of Segregation,,,14.1 / The Law of Segregation：孟德爾單一性狀模型包含成對等位及配子形成時的分離。,無另列最小次條目；官方以古典模型範圍採甲丙，教材271–274亦將模型與分離律一起講述，主14.1明確；保留模型假設與定律必要條件差異。,採B（甲丙）。乙有絲分裂錯，丁否定分離錯，戊將一對等位都放入同一配子錯。丙的完全顯性是題目古典模型的一項敘述，但分離律不以完全顯性為成立必要條件，也可在不完全顯性中成立。,"271,272,273,274","320,321,322,323",Codex /root,CMU-107-R2-Q27
CMU-107-Q28,FORMAL,False,D,D,未列於已取得107生物釋疑PDF3–7；依同年度原答案PDF4採計,6,6,4,,questions/Q28.png,678ab39667429fa50c38f640915af7b7e22da61dd9409bc8820cf6b68f3fe4aa,L0875,14.1 / The Law of Independent Assortment,,,14.1 / The Law of Independent Assortment：由兩性狀子代表現型推雙雜合親本組合。,無另列最小次條目；教材275–276並列dependent與independent assortment的3：1及9：3：3：1，能解釋數值界線；D仍由可產生雙隱性的選項約束確定。,採D。五選項中只有TtYy×TtYy可以產生ttyy矮株綠種子。原291高黃／102矮綠約2.853：1；若兩基因獨立分配，這兩類理論比9：1，數字不吻合，不能稱觀察到9：3：3：1。完全連鎖同相親本可接近3：1，但原題未交代，僅列為條件性可能，不擅補題設。,"274,275,276","323,324,325",Codex /root,CMU-107-R2-Q28
CMU-107-Q29,FORMAL,False,B,B,未列於已取得107生物釋疑PDF3–7；依同年度原答案PDF4採計,6,6,4,,questions/Q29.png,40d5027fbce643366f151a7a7e221ba974d2531a686dc06dba10558c1b155867,L0411,7.1 / The Fluidity of Membranes,L0417,7.1 / Membrane Proteins and Their Functions,7.1 / The Fluidity of Membranes：膜脂與蛋白可側向移動是流體鑲嵌模型的核心。,7.1 / Membrane Proteins and Their Functions：膜蛋白鑲嵌及運輸、受器功能作比較,採B（乙丙）。脂雙層中蛋白質分布且部分可側向移動；醣通常接於蛋白或脂質並朝非胞質側，不把原乙解成游離醣必任意插入疏水核心。丁戊可以是真功能，但題目所問模型核心與選項組合有不同層次。,"127,128,129,130","176,177,178,179",Codex /root,CMU-107-R2-Q29
CMU-107-Q30,FORMAL,False,B,B,未列於已取得107生物釋疑PDF3–7；依同年度原答案PDF4採計,6,6,4,,questions/Q30.png,d3aa1cf7d2f16eeb45e56d9638f08a101b03e6f11161574673be0bdc70446900,L1189,19.1 / Structure of Viruses,L1196,19.2 / General Features of Viral Replicative Cycles,19.1 / Structure of Viruses：比較病毒核酸、蛋白殼及套膜等構造。,19.2 / General Features of Viral Replicative Cycles：與宿主受器結合及宿主範圍限制需另查複製週期基本條件,採B（甲乙）。TMV是RNA加蛋白殼；噬菌體以細菌為宿主，不是同時專指真菌。腺病毒無套膜，不等於絕不有醣化蛋白：2005 Ad5研究在fiber shaft Ser109發現O-GlcNAc。該研究不表示醣基本身就是受器辨識部位，也不代表所有腺病毒同一醣化狀態。套膜不能一概說成防白血球吞噬的保證。,"399,400,401,402","448,449,450,451",Codex /root,CMU-107-R2-Q30
CMU-107-Q31,FORMAL,False,A,A,維持原答案A,6,6,4,6,questions/Q31.png,d0c62730e0d37da1729321206afca4c0c7f7ed3840a9996e5f94aeaa32833228,L2498,38.1 / Sporophyte Development from Seed to Mature Plant,L2557,39.2 / A Survey of Plant Hormones,38.1 / Sporophyte Development from Seed to Mature Plant：α-amylase失活影響萌發時儲存養分動員。,39.2 / A Survey of Plant Hormones：gibberellin誘導消化酶及胚乳澱粉利用,採A。教材851圖與正文支援胚訊號促α-amylase生成，使儲存物供幼苗利用。官方提β-amylase與其他養分來源，不能把單一酶失活直接等同所有植物都完全不能萌發；題目未給物種、殘餘酶活或條件，無法量化生長程度。,"829,830,849,850,851","878,879,898,899,900",Codex /root,CMU-107-R2-Q31
CMU-107-Q32,FORMAL,False,C,C,維持原答案C,7,7,4,6,questions/Q32.png,0d30b6133a65c2e7ab84d2261c640f178e5cab8eecd89d658824f039a4767f61,L2596,39.5 / Defenses Against Pathogens,,,39.5 / Defenses Against Pathogens：病原防禦中的局部過敏反應及壞死病斑。,無另列最小次條目；題目在植物病原防禦脈絡，39.5病原防禦直接涵蓋PAMP、effector與HR；官方採計、症狀推定與先後敘述差異明列。,採C。教材867把hypersensitive response連到效應物辨識、局部細胞死亡與限制傳播。官方「第一道反應一定是過敏反應」不可概括：教材866先有PAMP-triggered immunity，HR也不是所有病原侵入的必然第一步。單靠黑斑／凋萎不能排他診斷HR，這是原題情境推定。,"866,867","915,916",Codex /root,CMU-107-R2-Q32
CMU-107-Q33,FORMAL,False,C,C,維持原答案C,7,7,4,6,questions/Q33.png,819ab7e31d3f3d7fde5112f3852b6dbcbfcdbc0193b9a96c7512ec769fd6be83,L2557,39.2 / A Survey of Plant Hormones,L2998,45.1 / Intercellular Information Flow,39.2 / A Survey of Plant Hormones：比較植物激素的化學形式、低濃度效應及分泌位置。,45.1 / Intercellular Information Flow：動物endocrine與氣態局部訊息NO的定義需分清,採C。乙烯為氣態植物激素；brassinosteroids是植物類固醇，植物激素也非全由腺體產生。動物NO等氣態訊息在教材列local regulator/paracrine，並非因此不存在氣體傳訊。C的「動物則無」依此教科書激素定義成立，不是跨所有文獻名詞的絕對定義。,"847,848,851,852,1000,1001","896,897,900,901,1049,1050",Codex /root,CMU-107-R2-Q33
CMU-107-Q34,FORMAL,False,D,D,未列於已取得107生物釋疑PDF3–7；依同年度原答案PDF4採計,7,7,4,,questions/Q34.png,bef725bc9a79c9f517ce4611494e298ffed45740d895ccd9e71ec3fd39e6b1cb,L2501,38.1 / Fruit Structure and Function,L2498,38.1 / Sporophyte Development from Seed to Mature Plant,38.1 / Fruit Structure and Function：果實被食後種子散播的構造適應。,38.1 / Sporophyte Development from Seed to Mature Plant：種皮保護與萌發條件關聯,採D（耐酸、種皮特厚）。這是題目對通過消化道仍存活的最佳特徵推論；可食果肉的鮮豔與營養不等於種子必然相同。教材832直接示種子隨糞便散播，但不能由此保證所有內食散播種子都具有特厚種皮或同樣耐酸。,"830,831,832","879,880,881",Codex /root,CMU-107-R2-Q34
